"Accession","C20_R1_T40","C20_R1_T43","C20_R1_T46","C20_R1_T49","C20_R1_T52","C20_R1_T55","C20_R1_T58","C20_R1_T61","C20_R1_T64","C20_R1_T67","C20_R2_T40","C20_R2_T43","C20_R2_T46","C20_R2_T49","C20_R2_T52","C20_R2_T55","C20_R2_T58","C20_R2_T61","C20_R2_T64","C20_R2_T67","C0_R1_T40","C0_R1_T43","C0_R1_T46","C0_R1_T49","C0_R1_T52","C0_R1_T55","C0_R1_T58","C0_R1_T61","C0_R1_T64","C0_R1_T67","C0_R2_T40","C0_R2_T43","C0_R2_T46","C0_R2_T49","C0_R2_T52","C0_R2_T55","C0_R2_T58","C0_R2_T61","C0_R2_T64","C0_R2_T67"
"Q9BTE6",0.999686866317176,0.978090990770207,0.923369412659941,0.639601914429148,0.323641511959708,0.160616401005545,0.105892417126579,0.0933881955677798,0.0746219750787388,0.0603416347835338,0.999686866317176,0.990386518129062,0.924153015947573,0.626625531578033,0.370230214984338,0.185721417537155,0.110149796568422,0.087904531493271,0.0819886088566735,0.0634941888503445,0.999686866317176,0.99671466269477,0.876053964815033,0.597577727703028,0.326143509864132,0.152606466250336,0.105133975193036,0.0777286098208411,0.0788454754442507,0.0667815206836978,0.999686866317176,0.989716965190675,0.912853223777193,0.635590681679933,0.354815389450218,0.138897596366401,0.100788186302002,0.0879404733100117,0.0768920003499514,0.0612964359715026
"Q4L235",0.999686866317176,0.97584836657043,0.855802217620659,0.744936069285362,0.571006820702466,0.313837111578099,0.242285126353518,0.21604192861823,0.17881229398998,0.141591891177216,0.999686866317176,1.09779669431192,0.871159713536572,0.780857857441125,0.576452685984197,0.312370371183649,0.15216583043958,0.130460717549225,0.0991146550154088,0.0770278691542502,0.999686866317176,1.02788272561114,0.929462149473879,0.792620739561001,0.576834348160259,0.245229909294959,0.137918376472226,0.0844470902189373,0.100504044732103,0.105331151416014,0.999686866317176,0.936646159100724,0.853064992608761,0.697943945940233,0.44175770279282,0.190920142244189,0.131922368754925,0.0752890870996179,0.0652948184257343,0.0689929542336864
"Q9NRN7",0.999686866317176,0.945237415477667,0.986391875753314,0.979135295784325,0.779292758512,0.400713559718403,0.0934414481985565,0.0684210151582966,0.0585950316488977,0.0470924445951878,0.999686866317176,1.02524478807237,0.983427360110671,1.01827966737807,0.80184127914011,0.429738255727054,0.120519027699722,0.0885379193124151,0.0763386684185614,0.0642900183390503,0.999686866317176,1.02743595791618,1.05247988768524,1.08481620718361,0.808878061391411,0.433823292904221,0.0883769990471693,0.0564846113866882,0.043398574889297,0.0410317904911703,0.999686866317176,0.992345626453548,1.00137704791208,1.01110178255419,0.837017930470434,0.447396495676273,0.103370550708068,0.0733383897094682,0.0690462530668829,0.0579404050879011
"Q9UDR5",0.999686866317176,0.928420341681901,0.71438272965972,0.44481159964145,0.229171257316185,0.0952896241246208,0.0979468586048939,0.105977355245712,0.108233755760447,0.0942908367191567,0.999686866317176,0.870285214746215,0.689614293203512,0.357980908635458,0.189516353493704,0.0540747319599174,0.0414857946972547,0.036567792129501,0.0241041201802453,0.0218244102938407,0.999686866317176,0.865683033863032,0.65096400686988,0.426166303045674,0.210853226842719,0.0697936871701914,0.0563537626577318,0.0396308635801393,0.0505905647554142,0.041404233446358,0.999686866317176,1.02019491185894,0.711516275966633,0.401658562545604,0.188142196555214,0.0625180945086321,0.0447435882113689,0.0291078968991057,0.0299572417349644,0.0251161020966305
"Q9NY61",0.999686866317176,0.958787037968409,0.735689051960717,0.598342301346686,0.422098080977483,0.257595387504228,0.197245340331689,0.217377142523466,0.176744382937835,0.101894419831214,0.999686866317176,1.06033207966794,0.910523769890685,0.680025604409798,0.540211009281541,0.308308324608318,0.222484612186182,0.175730268329615,0.167134221328252,0.135475088715461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,1.05593914647335,0.86875794852463,0.636681186089883,0.46085087304044,0.212041295870571,0.172436711723552,0.17206440024147,0.140791406429383,0.114709431561521
"P80404",0.999686866317176,1.32644876007224,0.632087029862072,0.885462317573133,0.998041591173206,1.00963661732994,0.818069894530724,0.47553649233217,0.360154425307522,0.0821364376615487,0.999686866317176,1.07598385002209,1.06222960842585,0.9420655039218,1.01825963066567,0.802568451484929,0.657364508634289,0.432904916472395,0.232966020670386,0.134994294145184,0.999686866317176,0.926045848518482,0.669669293022124,0.816144312079372,0.7731144003905,0.724368022772439,0.656364886800997,0.429709507946603,0.173031225617492,0.0736711203978722,0.999686866317176,1.00519666006269,0.98805580116042,1.01921851513576,0.895887039920492,0.724922905255374,0.501931828979525,0.377408954367921,0.172178991781506,0.0801654450726892
"Q86UK0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q8IZY2",0.999686866317176,0.945093122602797,0.933461461328174,1.1271043042497,1.03903587691328,1.00527488381364,0.825401686338156,0.663855637360032,0.442993625882941,0.137271038860027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P21439",0.999686866317176,1.08560917493414,1.10747093653198,1.13008572342756,0.901926897537394,0.664619039435156,0.266919794100712,0.150594853505826,0.121763766200152,0.089391790136372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q2M3G0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,83.0785312082941,0,0.177155039801026,0.639120262065531,0.452723174495478,1.46343449503237,0.443122967175174,0.794818104450965,0.400688700073594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,8.95807951920351,0.808893893197045,0.772577046784573,0.655002883242429,0.715095846339059,0.510553779678529,0.462963066378816,0.377261402221496,0.224149217043106
"P33527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.881073104175616,0.89874904849846,0.780477262752057,0.855114175666772,0.677046556284045,0.594307569926611,0.59817062626169,0.561875926427765,0.440601915824027
"O15438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.888138751997137,0.85107328591659,0.811719906045037,0.762563730678298,0.491718837721718,0.375443553050559,0.276017561831059,0.238168758648483,0.258007043585673
"O15439",0.999686866317176,1.05667845352284,0.984563773678897,1.02960366646682,0.923867814674451,0.684112717163136,0.674523891747621,0.718876527341799,0.594644654878349,0.469893716117612,0.999686866317176,1.06408842625493,0.93770812639751,0.829300660429402,0.780314056738685,0.698828632155827,0.513750509629581,0.526385685225117,0.463815194124514,0.314648451174402,0.999686866317176,1.25400577174763,0.868740521542833,1.4367775486777,1.38908450658727,1.1336265176662,0.899453716016886,0.715609095144889,0.819212086710447,0.549483059483646,0.999686866317176,1.09637319250185,0.93771913959804,0.923631710911525,0.718569702233966,0.599845098201407,0.518111320442552,0.473054315236516,0.459015283928231,0.404969886832436
"P61221",0.999686866317176,0.998652725439088,1.01299028237532,1.00306256312359,0.931582108667397,0.73663683493749,0.375351277261371,0.12365184443334,0.0825506548472127,0.0670976376653423,0.999686866317176,0.993612395760833,0.999549903685553,0.987417867149432,0.789513136010894,0.480978649218363,0.111057510841963,0.0654531052086179,0.0543191592025491,0.0423355645614395,0.999686866317176,1.00089879387079,1.05149270359636,1.02909975874351,0.939393076757605,0.740370576118298,0.392868083927584,0.150208599019448,0.0903524265548565,0.0814733838392956,0.999686866317176,1.01744611396263,1.02391093000084,1.00134357239025,0.820111314910033,0.474069321990247,0.109672594245248,0.0567268675175659,0.0514353770916014,0.0422981390711333
"Q8NE71",0.999686866317176,0.995909422348198,0.728754706657499,0.290099038122742,0.130380134672415,0.0663358534607521,0.0603810902698493,0.0676592354369809,0.061396962535953,0.0579631538273318,0.999686866317176,0.888036350246041,0.490898676113128,0.199314195741585,0.151594271565082,0.0844531817710537,0.0588348656604974,0.0492446402035668,0.0422660245706923,0.0412723217117417,0.999686866317176,1.0029327901214,0.772915019669523,0.328641421657867,0.155442242503563,0.0785355188338456,0.0640026997181224,0.0552879891423823,0.0599452704353637,0.0641660906022202,0.999686866317176,0.951471378283145,0.48934090953303,0.189232000112424,0.139107016176307,0.0637883116704814,0.0519396747004263,0.0470190681677577,0.0448857638060872,0.0421641782189682
"Q9UG63",0.999686866317176,0.87061800678394,0.596012322740005,0.279145059540549,0.164744727690917,0.0645371744572084,0.0626185228953694,0.0600822264293749,0.0484086081123539,0.0431502109661238,0.999686866317176,0.844031895087653,0.452219398654802,0.268446545135724,0.18658606809678,0.0833487497046763,0.0511542822362771,0.0397165478428537,0.0338803008774579,0.0347151995723477,0.999686866317176,0.958237187326362,0.752745301491379,0.535280259716364,0.330947890827051,0.127398630920682,0.0618497136188857,0.044090521812222,0.0433962481374801,0.0408033270809593,0.999686866317176,0.849974750415296,0.510949913215374,0.341029509858421,0.231099046101692,0.0913290474581826,0.0725210806458281,0.0550919040839147,0.0497283410395032,0.0427576559477462
"Q9NUQ8",0.999686866317176,0.606983624353234,0.381137747281955,0.291466287710875,0.186624265029657,0.0943814552027755,0.0751639908975925,0.0718232313624718,0.0569827191149734,0.0466760461681179,0.999686866317176,0.73894912697772,0.476334931221248,0.309805404192984,0.243470645466249,0.141586574174635,0.0976852336829972,0.0947546157063749,0.0776528329594155,0.0615178942167115,0.999686866317176,0.695272023918018,0.27613260545502,0.233919296243814,0.164655497455055,0.0757905412085122,0.0680119878381619,0.0607483468871408,0.0540364841962811,0.046880215809852,0.999686866317176,0.745682704465033,0.414356987864569,0.258876417344497,0.180714077165379,0.0809150008158807,0.0633235658147143,0.0598295451314259,0.0495757465405003,0.042255302752127
"Q9NUJ1",0.999686866317176,0.936282564893908,1.15560058900864,1.05051355540468,1.10084735732891,1.15400604450311,1.03527363024083,0.947659971582224,0.707654601771473,0.150530905931119,0.999686866317176,1.11525812720889,1.08684945821327,1.11628451945677,1.09222170188379,0.994103041645936,0.914758175726911,0.780880304844469,0.439414500425646,0.103145546010867,0.999686866317176,0.964600749670092,0.971674620541863,0.968851194260741,0.94267372709393,0.844801381590006,0.832316378781539,0.732239684324379,0.539392259703336,0.162344671399598,0.999686866317176,1.13000069135854,1.11008596855453,1.13360793898046,1.17756375954315,1.06463446504949,0.994295479826858,0.910266707535326,0.563276854237888,0.124862418008174
"Q8NFV4",0.999686866317176,0.965762642310738,0.845624028016982,0.747703331309737,0.528078734063747,0.230820381355638,0.138056465654534,0.142330443269379,0.142354288120834,0.118796746515826,0.999686866317176,0.944067378322877,0.948789448699704,0.809714386109008,0.596227748983821,0.23367377631301,0.135073008891235,0.119141562025287,0.120201462006187,0.0994585385062304,0.999686866317176,0.992704216383768,0.997200847529026,0.789634583658014,0.569535758474741,0.208811403825401,0.140409387873941,0.15604850214566,0.143201103948597,0.141598527873409,0.999686866317176,0.961978850998311,0.942556897287257,0.858057101905125,0.612431442865261,0.206999444132582,0.117683679545373,0.0971506041495769,0.0975694742088084,0.0852730919825659
"Q96IU4",0.999686866317176,0.982533646694648,0.921601928280837,0.984315821254734,0.744403401943048,0.606027848724585,0.327242657668276,0.229770758745375,0.157511797711738,0.141817748312214,0.999686866317176,0.96025255380728,0.933355585894659,0.876149256552867,0.751309855285083,0.555564695465011,0.365946832691297,0.18771008674625,0.133072322897725,0.0996114769695375,0.999686866317176,1.02579746093652,0.964072431371699,0.900741186185595,0.794103704040538,0.579444211099936,0.33308381028643,0.187992693174087,0.125053603152485,0.125903567557354,0.999686866317176,0.941197903040561,0.915038017572323,0.892536052474446,0.77017342061012,0.569835892611805,0.324262088166832,0.152399151436716,0.10512198266548,0.0780874941798025
"Q8TB40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.895343363834941,0.829477507378284,0.483568733980314,0.311469704875147,0.159658060341364,0.140149866168723,0.106222856336304,0.124678898125033,0.12149548333428
"Q8WTS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.937083196654091,0.768629193654418,0.656015592403078,0.450736460968785,0.293977990147782,0.166343322106128,0.133877173058548,0.103194689979941,0.0797477927232447,0.999686866317176,0.926596199355839,0.886652573681048,0.893483949722042,0.725214619312666,0.473990918359417,0.373012137202884,0.215862042815516,0.107903115509927,0.0580654036014305,0.999686866317176,0.909176110978482,0.795694317770533,0.70796620075549,0.51114591317058,0.155654925436068,0.0433422814043924,0.0422112640188023,0.0618715538818389,0.0317642988064059
"Q8IZP0",0.999686866317176,0.968021781960047,0.950538104178634,0.905983047802979,0.709972033100003,0.291516337632301,0.156992552866594,0.116914592598838,0.103429722496101,0.0679641077650636,0.999686866317176,1.11502225448157,1.04649530131895,1.07145077930406,0.816222173488812,0.442288160818004,0.287066363763096,0.224967837217817,0.201681812622612,0.151154486501573,0.999686866317176,0.984131926630039,0.9908778571672,0.921984073694412,0.75820172990698,0.363153877733264,0.183393722920712,0.16102476381361,0.159826909056439,0.131547327737722,0.999686866317176,1.04610139066247,1.07662194575623,0.96270415826497,0.862844627138311,0.437808740470997,0.263339775911279,0.212404920171769,0.178138450438347,0.136890077542976
"Q9NYB9",0.999686866317176,0.982041660145394,0.874794698683487,0.924305470834136,0.785432761853592,0.46026841856271,0.314121604395922,0.167593937995658,0.168418320017358,0.0817832792322784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.974018445272839,0.868889797724044,0.891444047441666,0.713268251136729,0.337910318108099,0.245241004702889,0.194507343645106,0.101224174419442,0.0874574593077901,0.999686866317176,1.00720670731759,1.02062668589799,0.932712206470408,0.720627787198082,0.520815047631165,0.371420743476533,0.285123263868475,0.254763870037028,0.189867700363458
"P00519",0.999686866317176,1.03736928531593,0.628687653317062,0.493851190508872,0.297157815243872,0.131925831149581,0.0954851099951599,0.0956963281407111,0.0799841165279046,0.0627554315826628,0.999686866317176,0.92666858382652,0.784021111313425,0.529339510249996,0.404568466725326,0.225374873695299,0.132910658059368,0.119199142736118,0.105745652056791,0.0800188692809626,0.999686866317176,0.936041098612144,0.560483028126806,0.444574930298416,0.317355482064247,0.183215428852629,0.131359712869468,0.0836238633151821,0.0861980111857358,0.0829191288570368,0.999686866317176,0.920863433019002,0.730697143203542,0.476887524153089,0.315145651885544,0.142674433197128,0.105431837719863,0.0907331279174908,0.0963073522381402,0.0802877232923981
"P42684",0.999686866317176,1.00838554061928,0.702445829290734,0.446307503340448,0.234282643158499,0.136229542762548,0.122131939847558,0.11563816169572,0.0908210335043519,0.0785958190834456,0.999686866317176,1.08642586714993,0.852061015530001,0.546044071961049,0.397475469478966,0.260428718905455,0.193248525095707,0.165681929195602,0.146643784999922,0.105177704394571,0.999686866317176,0.998987214061192,0.659019472619489,0.559035613740392,0.462034448063684,0.315106631314175,0.237411301113835,0.194279792131688,0.173523333626772,0.18577644990936,0.999686866317176,0.869625158859921,0.587985495562312,0.364890344849341,0.292352553612548,0.194246117010643,0.181183751693934,0.16319121545884,0.138663356639072,0.096082642373261
"O14639",0.999686866317176,0.877920443180189,0.805769488551695,0.673973338470283,0.655375039748163,0.512313224961646,0.456133667661443,0.463104487210919,0.472186100937911,0.35833425350581,0.999686866317176,0.917552739086741,0.897566621638921,0.741783282769317,0.665061335931812,0.556038600898799,0.441407357505288,0.402141664069851,0.355997825604299,0.266667900458323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,1.07844593785915,0.974291952921607,0.792751818443071,0.662663104598671,0.509124714529995,0.407432640094376,0.412626752042782,0.38657242439258,0.295819051793603
"Q12979",0.999686866317176,1.00282678800007,0.925769394833553,0.735059269221464,0.440139020159901,0.158446045461764,0.122720888623132,0.126967685613996,0.090866593356174,0.0677275737473198,0.999686866317176,0.940010563157922,0.938283652819895,0.78833156737917,0.533513629653297,0.24515461541473,0.127964058777171,0.0966224531507089,0.0790733771319496,0.0594060613042195,0.999686866317176,0.970840849278445,0.940230737057185,0.72511943922644,0.425872993920946,0.147148373209178,0.0924892349212009,0.0491853914118767,0.0544669332824123,0.0490065914038468,0.999686866317176,0.972004880637705,0.941418653223692,0.84423084381319,0.545829312549202,0.202593134496734,0.107516147296943,0.08313430086109,0.0672969317921694,0.0607559195098596
"Q9ULW3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.943581930718096,0.714279990011018,0.376944196305274,0.257375441161778,0.0910039897182862,0.0759700669197678,0.0717112193068598,0.0469864864087726,0.040742073985665,0.999686866317176,0.925821941523816,0.199974512858113,0.337383860002333,0.251573298944086,0.0675971257570244,0.0312555866017955,0.0393435688122332,0.0569670281096989,0.0381926566538611,0.999686866317176,0.861072147793139,0.650180702945718,0.475224922998612,0.330532042389222,0.0849805627762298,0.071938609744133,0.053501812401187,0.0458601624141778,0.0426042240414873
"P09110",0.999686866317176,0.963685172606293,0.858293923938493,0.731686294054012,0.466097953325286,0.324781387983485,0.248618473397173,0.163684268528307,0.0667894772196669,0.0446301911743683,0.999686866317176,0.981201183913598,0.914511485169855,0.721679450308443,0.509407135525923,0.344431235807703,0.235582899586142,0.159875369092826,0.082824602325835,0.054759296257392,0.999686866317176,1.01360603896527,0.894650290251065,0.786528036390437,0.461473193946912,0.285647604818731,0.23145573301478,0.162260043457879,0.0443758106524058,0.048406874952043,0.999686866317176,0.96711065763838,0.93588437128179,0.718077350603357,0.468353504869675,0.262164151781389,0.195057149534307,0.117140561261015,0.0734310468032903,0.046172099993629
"P42765",0.999686866317176,0.977883243799762,0.949912784795414,0.926896932210125,0.848553453132236,0.814418980402093,0.783968137713603,0.860356416560134,0.840090763260937,0.507794185967699,0.999686866317176,0.981242290364003,0.949759064401146,0.958958559029695,0.860702005298107,0.771959616942655,0.735490027363215,0.69532142967664,0.605443018309467,0.331633778593305,0.999686866317176,0.950649460572543,0.933696362905906,0.947363023410985,0.855535310442909,0.753961256756424,0.768346914165099,0.801185157158197,0.788065023513172,0.473216737535409,0.999686866317176,0.992054250290371,0.92824200138018,0.914564417585208,0.827201130695697,0.714206260804549,0.635828766417008,0.583113298351777,0.485596142561765,0.261451862475942
"Q13085",0.999686866317176,1.17902664213344,0.796509337991496,0.425220215566484,0.200013829605504,0.0888979648885594,0.0661503064766085,0.0744588692329136,0.0550805953014033,0.0523996766183152,0.999686866317176,0.97718156029901,0.67861881213042,0.295720581217695,0.188263564369671,0.0868681796106165,0.0534772817397914,0.0495709308982774,0.0389725541555509,0.0350503820727692,0.999686866317176,1.05415726977025,0.709670951158152,0.377591200316295,0.214520239483462,0.0851445135033523,0.0576758712149062,0.0535009629713705,0.0582862963898958,0.053143920973136,0.999686866317176,1.05962303771795,0.833078273261784,0.34579199521939,0.196190396475229,0.0693711978855994,0.0505322285427073,0.0419387701131937,0.038229518220065,0.0364794092657523
"O00763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q6JQN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999686866317176,0.7881310374371,0.577971921945937,0.439529328728894,0.316583302386651,0.199308053918227,0.105637835716878,0.0574332233965206,0.0840796670713114,0.0607055803427391,0.999686866317176,0.821756457428176,0.383980832755245,0.307610062901786,0.159683083182227,0.0626053796005088,0.058867471202059,0.0438164057033942,0.0436987258736805,0.0457807356482118,0.999686866317176,0.96881050134725,0.524488934005535,0.366360193408354,0.247496065093783,0.1153296489989,0.0905032389706222,0.0605360712459678,0.0564305488240202,0.0454719208884171
"Q9UKU7",0.999686866317176,0.991850098699766,0.880438525157558,0.834419398407961,0.573281245756608,0.333816827858696,0.17998446398046,0.151092709544166,0.114610869464092,0.0681792880173167,0.999686866317176,0.930564888089894,0.879931126401125,0.799978755408865,0.656303447875884,0.396016195936372,0.223767830410016,0.187582803069675,0.157316133503408,0.0984236854311584,0.999686866317176,0.980760766177639,0.861058791049833,0.757353945806955,0.650999907436033,0.414334241420804,0.251113890353857,0.217117529737039,0.217088271270979,0.14977323427002,0.999686866317176,0.939138545973434,0.939322027055484,0.829096684548384,0.675772155144137,0.362223449480296,0.179240647183932,0.145001023484446,0.120798769328099,0.0695825377516456
"Q9H845",0.999686866317176,0.936101764183228,1.00872471086835,0.703204191733825,0.340773220723093,0.201045895073509,0.132275795014538,0.129083873690218,0.106294930955131,0.0841543685004259,0.999686866317176,1.05531415654352,0.910594003623586,0.633545475604453,0.316922680245329,0.153439262316088,0.109141553678267,0.0864387488368467,0.0753919971507834,0.0558637500702564,0.999686866317176,0.959143278248702,0.846796922904746,0.58763587632443,0.253629706593929,0.116692928525431,0.0758384489782712,0.0640113828749177,0.067650309077113,0.0504927934838129,0.999686866317176,0.997143919454535,0.834634431876959,0.579413421814,0.319799681721169,0.129739027164616,0.0896629153377419,0.076159599067535,0.075935067377289,0.0470077976353334
